Sendungsnummer,length_cm,width_cm,height_cm,weight_in_g,fragile,perishable,house_number,street,post_code,city
117,6,3,44,1020,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald
118,113,150,10,6670,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald
119,254,59,24,80,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald
120,41,146,35,3510,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
121,28,139,153,8410,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald
122,74,83,19,1540,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald
123,85,9,29,3860,0,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald
124,96,91,52,2540,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald
125,68,92,22,19610,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald
126,15,101,97,2240,1,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald
127,47,45,27,370,0,1,9,Bismarckstraße,78120,Furtwangen im Schwarzwald
128,10,119,124,2060,0,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald
129,15,150,51,4470,0,1,8,Gerwigstraße,78120,Furtwangen im Schwarzwald
130,69,155,115,27330,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
131,127,3,64,2220,1,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald
132,56,127,33,17580,0,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald
133,123,204,67,2700,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald
134,62,214,32,1000,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald
135,162,12,11,690,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald
136,53,60,68,13270,1,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald
137,84,53,110,27860,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald
138,9,104,62,3430,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald
139,98,79,66,950,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald
140,16,138,55,20190,0,1,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
141,151,279,93,890,1,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald
142,190,93,198,1660,0,1,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald
143,12,93,64,3430,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald
144,28,116,16,1730,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald
145,31,80,114,310,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald
146,76,136,71,360,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald
147,136,16,193,200,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald
148,95,105,35,1900,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald
149,157,15,28,2720,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
150,198,93,29,280,0,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald
151,56,56,69,10110,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald
152,190,18,57,1210,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald
153,10,92,45,2110,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald
154,130,104,25,1200,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald
155,27,86,18,1550,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald
156,82,112,57,1760,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald
157,29,125,100,690,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald
158,14,177,20,3390,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
159,9,82,120,1150,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald
160,166,24,36,440,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald
161,236,88,42,4390,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald
162,98,128,87,2020,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald
163,79,62,47,1380,1,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald
164,123,22,114,2070,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald
165,24,22,14,1910,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald
166,61,17,31,3920,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald
167,19,48,111,1540,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald
168,64,110,69,10800,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald
169,108,2,94,1910,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald
170,161,176,65,550,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald
171,89,98,113,18530,0,1,2,Lindenstraße,78120,Furtwangen im Schwarzwald
172,2,37,24,1580,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
173,50,17,47,23350,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald
174,7,84,89,5900,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald
175,87,236,26,3810,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald
176,29,42,29,30560,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald
177,35,152,5,2100,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald
178,43,118,139,770,1,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald
179,31,49,37,20910,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald
180,58,266,106,2220,0,1,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald
181,94,14,105,1950,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald
182,115,76,11,3830,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald
183,48,60,58,10520,0,1,18,Allmendstraße,78120,Furtwangen im Schwarzwald
184,31,62,125,2180,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald
185,47,79,33,870,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald
186,42,221,27,1560,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald
187,15,66,36,1480,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald
188,43,61,16,470,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald
189,285,137,101,2740,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald
190,90,1,10,1210,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald
191,21,95,23,2080,0,1,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald
192,123,132,58,2010,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald
193,167,140,133,4460,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald
194,101,53,31,2870,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald
195,86,143,67,2810,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald
196,83,78,56,27720,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald
197,54,86,87,1650,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald
198,54,233,31,1900,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald
199,68,52,62,28400,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald
200,283,11,90,21510,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald
