Sendungsnummer,length_cm,width_cm,height_cm,weight_in_g,fragile,perishable,house_number,street,post_code,city,date
34,63,109,105,1990,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
35,149,70,103,10860,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
36,67,72,114,1880,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
37,16,88,120,4190,0,1,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
38,195,153,70,14720,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
39,69,72,30,3570,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
40,41,83,55,810,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
41,107,131,82,5020,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
42,176,5,132,350,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
43,113,20,113,1660,1,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
44,67,89,164,11030,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
45,106,36,33,11540,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
46,26,147,38,1260,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
47,60,55,42,4350,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
48,122,144,47,3840,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
49,112,198,198,30090,1,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
50,39,66,33,3980,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
51,23,47,52,1540,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
52,19,49,78,990,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
53,87,42,62,570,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
54,91,147,206,1240,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
55,17,39,36,1080,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
56,62,88,8,3740,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
57,45,8,35,4400,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
58,136,34,49,3760,1,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
59,48,94,62,2940,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
60,16,68,109,3180,0,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
61,28,78,67,4540,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
62,223,25,110,3580,1,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
63,122,110,127,4330,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
64,56,117,155,4010,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
65,75,26,8,2100,1,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
66,85,84,114,1570,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
67,284,198,98,18910,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
68,130,159,138,17430,0,1,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
69,267,119,125,1260,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
70,173,157,87,5770,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
71,93,139,121,4440,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
72,169,116,176,22900,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
73,187,13,6,2260,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
74,51,75,74,3340,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
75,35,34,18,2200,0,1,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
76,54,12,28,3060,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
77,39,7,41,4690,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
78,66,46,104,4100,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
79,10,16,163,880,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
80,190,79,103,2000,0,1,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
81,102,42,58,170,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
82,19,13,123,270,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
83,158,84,65,3570,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
84,60,88,148,250,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
85,189,85,169,420,1,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
86,31,11,75,2770,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
87,58,31,26,2470,1,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
88,149,135,86,18050,0,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
89,131,121,114,18230,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-15
90,173,113,199,170,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-15
91,78,8,62,290,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
92,111,143,44,3980,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
93,37,141,28,1640,1,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
94,86,40,9,2060,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
95,30,5,119,4640,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
96,119,68,132,9190,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
97,63,71,118,2070,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
98,21,38,183,2450,1,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
99,18,141,26,4580,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
100,57,58,8,2840,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
101,11,20,61,780,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
102,141,64,60,2830,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
103,115,122,209,19520,1,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
104,259,128,135,11660,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
105,90,96,48,4900,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
106,136,37,82,1320,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
107,55,48,33,2090,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-15
108,114,42,109,1820,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
109,75,5,26,1880,0,1,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
110,178,137,44,19050,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-15
111,34,17,66,2450,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
112,116,124,1,700,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
113,62,40,73,890,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
114,99,69,143,1050,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
115,207,176,122,2930,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
116,139,54,161,4830,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
117,101,29,20,1550,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
118,176,118,8,4760,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
119,99,152,53,630,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
120,209,78,30,370,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
121,256,179,210,28890,0,0,3,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
122,78,165,65,2970,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-15
123,51,78,51,120,0,0,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
124,10,82,62,2300,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
125,150,63,42,330,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
126,86,12,38,2460,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
127,66,49,165,3870,1,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
128,254,26,69,3490,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
129,239,150,155,29040,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
130,34,48,24,3580,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
131,299,153,46,420,0,1,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
132,119,31,182,1720,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
133,296,12,71,2750,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
134,106,133,157,13440,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
135,64,40,127,610,0,1,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
136,40,54,43,1810,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
137,68,113,83,1700,0,1,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
138,10,18,124,2660,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
139,254,20,45,3700,0,0,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
140,174,60,185,1800,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
141,108,72,26,930,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
142,11,59,106,680,0,1,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
143,90,113,36,2660,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
144,35,59,68,1300,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
145,74,106,109,880,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
146,59,169,24,1190,0,0,9,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
147,61,5,92,470,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
148,51,74,122,1950,0,1,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
149,48,5,56,1890,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
150,38,42,129,12770,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
151,34,271,10,310,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
152,270,118,131,2410,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
153,16,66,26,3860,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
154,225,25,49,300,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-15
155,153,144,102,20420,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
156,57,84,83,3320,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
157,109,123,33,8400,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
158,90,30,9,660,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
159,42,121,58,1280,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
160,95,206,96,13790,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
161,76,57,206,3440,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
162,74,37,156,860,1,1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
163,17,111,36,7380,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
164,124,99,39,3330,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
165,136,244,82,18620,0,1,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,2021-12-15
166,163,209,26,3530,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
167,242,120,5,1330,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
168,136,120,219,1350,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
169,148,155,89,17370,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
170,98,50,14,110,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
171,183,12,76,2960,0,0,13,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
172,14,33,2,770,1,0,18,Allmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
173,16,88,107,350,0,0,11,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
174,171,51,42,2800,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
175,145,102,34,6430,1,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
176,138,30,130,3910,0,0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
177,277,111,42,950,1,1,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
178,54,10,8,470,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
179,101,55,1,11480,0,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-15
180,120,93,93,330,0,0,8,Gerwigstraße,78120,Furtwangen im Schwarzwald,2021-12-15
181,153,115,99,15770,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
182,30,145,121,5710,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
183,67,10,122,510,0,0,3,Hafnergässle,78120,Furtwangen im Schwarzwald,2021-12-15
184,60,31,3,1430,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
185,91,11,19,1550,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
186,37,21,134,1040,1,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
187,111,136,98,5770,0,0,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
188,137,146,95,23730,1,1,3,Friedrichstraße,78120,Furtwangen im Schwarzwald,2021-12-15
189,261,111,79,16420,0,0,1,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
190,93,146,21,4370,0,0,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,2021-12-15
191,64,52,53,2660,1,0,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,2021-12-15
192,83,24,23,2210,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
193,79,46,213,1080,0,0,7,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
194,232,58,151,27160,0,0,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,2021-12-15
195,84,85,61,230,0,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
196,116,100,32,4570,1,0,26,Rabenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
197,244,279,128,2340,0,0,2,Lindenstraße,78120,Furtwangen im Schwarzwald,2021-12-15
198,42,92,110,2780,0,0,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,2021-12-15
199,129,74,60,550,0,0,5,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
200,118,66,53,1440,0,0,9,Unterallmendstraße,78120,Furtwangen im Schwarzwald,2021-12-15
